Station Vel_N(mm/yr) Vel_E(mm/yr) Vel_U(mm/yr) Dur_N Dur_E Dur_U Vel_N_midas(mm/yr) Vel_E_midas(mm/yr) Vel_U_midas(mm/yr) Latitude(deg) Longitude(deg) Height(m) diff_N(mm/yr) diff_E(mm/yr) diff_U(mm/yr)
0KUM 14.4 17.7 5.5 11.73 11.73 11.73 14.4 17.7 5.4 59.133 -344.860 95.7 0.0 0.0 0.1
0KUN 14.0 18.8 1.1 11.15 20.92 20.92 14.2 18.7 1.9 56.104 -344.411 35.2 -0.2 0.1 -0.8
0KVI 15.3 15.2 6.8 15.53 15.53 15.53 15.2 15.3 6.8 66.942 -342.261 361.6 0.1 -0.1 0.0
0LAJ 14.3 17.1 8.8 16.24 16.24 16.24 14.2 17.0 9.0 66.655 -337.808 133.6 0.1 0.1 -0.2
0LAK 14.3 16.9 8.9 14.89 14.89 14.89 14.3 16.9 8.7 66.279 -338.871 217.3 -0.0 -0.0 0.2
0LAN 14.3 17.5 7.6 18.54 19.80 17.44 14.2 17.7 7.8 60.458 -343.971 155.1 0.1 -0.2 -0.2
0LAR 14.8 16.5 5.8 11.43 11.43 11.43 14.7 16.6 5.9 59.272 -347.344 126.2 0.1 -0.1 -0.1
0LAS 14.0 18.5 5.6 10.37 10.37 10.37 14.0 18.5 5.4 58.902 -342.687 60.7 -0.0 0.0 0.2
0LBH 14.8 18.2 1.6 14.55 14.53 14.55 14.8 18.2 1.7 56.078 -346.757 90.1 0.0 -0.0 -0.1
0LDA 15.5 15.0 7.2 6.40 6.40 6.40 15.4 15.0 7.3 62.851 -347.209 650.6 0.1 -0.0 -0.1
0LDE 15.1 15.6 5.1 4.69 4.69 4.69 14.9 16.1 4.8 58.026 -347.827 105.7 0.2 -0.5 0.3
0LED 14.8 17.1 3.9 15.93 15.93 15.93 14.7 17.1 4.0 58.114 -347.859 109.4 0.1 0.0 -0.1
0LEK 14.7 16.9 8.0 12.10 26.01 26.01 14.6 17.0 7.8 60.722 -345.123 478.2 0.1 -0.1 0.2
0LEN 14.7 16.3 5.3 19.72 19.72 19.72 14.5 16.4 5.2 59.320 -348.084 151.9 0.2 -0.1 0.1
0LFT 14.1 18.6 3.8 12.50 12.50 12.50 14.1 18.5 3.6 57.906 -343.301 47.3 0.0 0.1 0.2
0LHE 14.4 18.4 4.8 10.37 10.37 10.37 14.2 18.3 4.8 58.437 -344.204 124.5 0.2 0.1 -0.0
0LIC 14.3 18.2 4.7 10.28 10.28 10.28 14.3 18.1 4.6 58.417 -344.373 85.8 0.0 0.1 0.1
0LIE 15.0 16.0 8.4 10.39 10.39 10.39 15.0 16.0 8.5 62.158 -346.109 451.8 0.0 -0.0 -0.1
0LIH 14.1 17.6 2.5 13.86 13.86 13.86 14.2 17.5 2.4 56.830 -346.551 214.5 -0.1 0.1 0.1
0LIL 15.7 15.8 8.4 10.39 10.39 10.39 15.7 15.7 8.5 61.853 -345.933 492.1 0.0 0.1 -0.1
0LIN 14.8 16.9 7.4 14.31 16.71 16.71 14.8 17.1 7.3 60.328 -345.469 296.3 -0.0 -0.2 0.1
0LIO 13.9 18.6 5.8 7.37 7.37 7.37 13.9 18.5 5.6 59.366 -341.873 86.7 0.0 0.1 0.2
0LKA 14.8 25.4 2.7 8.16 4.99 8.16 14.7 23.6 3.1 67.852 -339.805 578.7 0.1 1.8 -0.4
0LKO 14.6 17.4 4.6 7.41 7.41 7.41 14.7 17.4 4.8 58.502 -346.871 91.5 -0.1 -0.0 -0.2
0LNC 14.8 17.2 3.7 8.59 8.59 8.59 14.7 17.1 3.4 57.684 -347.790 108.3 0.1 0.1 0.3
0LND 14.3 17.8 3.0 7.73 7.73 7.73 14.3 17.5 2.8 57.666 -347.703 203.4 -0.0 0.3 0.2
0LOB 14.9 18.6 1.7 5.69 5.69 5.69 14.8 18.4 1.6 55.778 -346.485 171.2 0.1 0.2 0.1
0LOD 14.9 18.3 0.7 14.28 22.97 22.97 14.8 18.3 0.7 55.767 -347.004 56.4 0.1 0.0 0.0
0LOF 15.2 15.7 7.4 17.86 19.78 19.78 15.2 15.7 7.3 62.132 -346.725 861.0 0.0 -0.0 0.1
0LSE 14.7 16.5 9.2 15.90 14.54 18.01 14.8 16.6 9.1 63.183 -342.935 138.3 -0.1 -0.1 0.1
0LUL 14.4 17.4 10.2 19.28 19.28 19.28 14.5 17.4 9.9 65.555 -337.785 47.7 -0.1 0.0 0.3
0LUM 14.2 17.5 8.4 9.47 9.47 9.47 14.2 17.6 8.5 60.710 -343.749 234.3 -0.0 -0.1 -0.1
0LVA 13.9 18.0 10.4 6.16 6.16 6.16 13.9 17.8 10.5 64.371 -338.687 47.5 0.0 0.2 -0.1
0MAK 15.3 18.0 1.7 4.46 4.47 4.47 15.2 17.9 2.0 56.457 -346.408 148.7 0.1 0.1 -0.3
0MAN 14.2 18.2 3.1 6.16 6.16 6.16 14.0 18.1 3.3 57.662 -345.924 283.5 0.2 0.1 -0.2
0MAT 14.8 17.0 9.6 9.75 9.75 9.75 14.8 17.0 9.6 62.366 -343.021 115.8 0.0 -0.0 0.0
0MBT 14.6 16.5 3.4 4.41 8.20 8.20 14.8 16.6 3.6 57.889 -347.968 100.2 -0.2 -0.1 -0.2
0MED 14.7 17.7 10.3 6.31 10.39 10.39 15.0 17.5 10.5 64.738 -339.326 113.1 -0.3 0.2 -0.2
0MGV 14.1 18.1 6.9 12.76 12.76 12.76 14.1 18.2 6.8 59.931 -343.046 101.9 -0.0 -0.1 0.1
0MJO 14.2 18.1 4.1 14.18 16.50 20.22 14.4 18.2 4.4 58.325 -344.875 159.9 -0.2 -0.1 -0.3
0MKO 14.7 17.3 6.5 10.39 10.39 10.39 14.7 17.3 6.7 59.599 -346.274 117.9 -0.0 0.0 -0.2
0MLA 14.8 16.4 9.5 19.17 19.17 19.17 14.7 16.3 9.5 65.188 -341.241 359.6 0.1 0.1 0.0
0MLE 14.8 18.0 1.7 6.96 6.96 6.96 14.8 17.8 1.7 56.282 -347.501 59.0 0.0 0.2 0.0
0MLK 14.0 18.5 5.7 13.73 13.73 13.73 14.0 18.4 5.6 59.136 -343.279 89.5 0.0 0.1 0.1
0MLL 14.9 17.1 4.4 12.35 9.67 12.35 14.8 17.2 4.5 58.703 -347.545 103.9 0.1 -0.1 -0.1
0MLM 11.0 16.1 6.4 15.88 15.88 15.88 11.1 15.7 6.3 67.194 -339.302 526.7 -0.1 0.4 0.1
0MLU 15.1 16.4 7.5 19.74 19.74 19.74 15.0 16.5 7.4 60.686 -346.275 349.2 0.1 -0.1 0.1
0MLY 14.8 17.0 2.7 14.53 14.53 14.53 14.8 17.0 2.7 57.660 -347.885 101.2 0.0 -0.0 0.0
0MOA 14.4 18.6 2.8 12.54 12.54 12.51 14.4 18.6 2.8 57.045 -343.561 49.0 0.0 -0.0 0.0
0MOB 14.1 19.9 1.5 8.81 8.84 8.88 14.1 19.8 1.6 56.527 -343.621 42.5 -0.0 0.1 -0.1
0MOC 15.1 17.3 7.2 9.25 9.25 9.25 14.9 17.2 7.5 60.509 -345.033 220.6 0.2 0.1 -0.3
0MOL 15.0 17.2 3.3 6.08 6.08 6.08 15.1 17.3 3.6 58.078 -348.516 71.0 -0.1 -0.1 -0.3
0MOR 14.8 16.7 7.9 13.42 13.42 13.42 14.8 16.7 8.0 61.012 -345.436 209.1 0.0 0.0 -0.1
0MOS 14.5 18.8 4.7 11.44 11.44 11.44 14.2 18.7 4.9 59.318 -341.926 91.4 0.3 0.1 -0.2
0MRF 14.0 18.5 4.9 7.15 7.15 7.15 14.1 18.5 5.4 59.261 -342.775 37.8 -0.1 0.0 -0.5
0MRJ 13.9 17.7 9.4 10.39 6.47 10.39 13.9 17.4 9.2 66.069 -337.298 68.2 -0.0 0.3 0.2
0MRS 13.9 18.5 6.0 15.12 15.08 15.12 13.9 18.4 6.1 59.626 -342.140 55.2 0.0 0.1 -0.1
0MSE 14.7 16.5 9.3 10.39 10.39 10.39 14.7 16.4 9.0 65.875 -340.542 372.1 0.0 0.1 0.3
0MUF 14.7 17.1 6.5 7.24 7.24 7.24 14.6 16.9 6.9 59.834 -346.458 137.2 0.1 0.2 -0.4
0MUN 15.2 17.9 1.6 7.50 7.50 7.50 15.1 17.8 1.6 56.256 -347.083 58.8 0.1 0.1 -0.0
0NAS 14.4 18.5 3.5 10.09 13.91 13.91 14.6 18.4 3.3 57.656 -345.302 351.4 -0.2 0.1 0.2
0NAT 14.9 16.1 8.4 16.22 16.22 16.22 14.9 16.0 8.4 66.757 -339.045 359.7 -0.0 0.1 -0.0
0NBA 14.7 16.2 9.5 17.62 17.62 17.62 14.7 16.2 9.4 64.715 -342.321 489.5 -0.0 -0.0 0.1
0NBG 13.9 17.6 7.3 23.36 14.31 23.35 14.0 17.5 7.3 60.063 -344.079 176.2 -0.1 0.1 -0.0
0NBR 14.2 19.0 2.6 6.80 6.80 6.80 14.2 18.8 2.1 56.746 -344.091 130.8 0.0 0.2 0.5
0NBY 14.5 17.1 9.2 13.37 13.36 13.37 14.3 17.3 9.6 62.300 -342.636 206.8 0.2 -0.2 -0.4
0NHL 14.2 19.0 2.9 6.05 10.39 10.39 14.1 19.1 3.0 58.509 -344.024 72.2 0.1 -0.1 -0.1
0NIK 13.8 18.0 9.3 17.17 17.17 17.17 13.7 18.0 9.5 65.805 -336.085 37.0 0.1 -0.0 -0.2
0NOA 15.3 16.2 7.6 10.38 10.38 10.38 15.3 16.2 7.6 61.432 -346.760 499.3 0.0 0.0 0.0
0NOF 14.4 17.1 10.2 13.23 13.23 13.23 14.4 17.1 10.1 63.768 -341.005 183.7 -0.0 0.0 0.1
0NOR 14.1 18.2 4.9 26.01 26.01 26.01 14.1 18.3 4.7 58.590 -343.754 41.0 -0.0 -0.1 0.2
0NOS 14.7 16.9 10.1 10.59 10.59 10.59 14.8 16.9 10.2 64.911 -340.518 339.9 -0.1 -0.0 -0.1
0NRA 14.9 15.9 8.4 18.02 18.02 18.02 14.9 15.3 8.6 64.436 -344.408 314.5 -0.0 0.6 -0.2
0NUN 14.6 18.1 2.9 6.27 6.27 6.27 14.6 18.0 2.8 57.596 -346.275 262.1 0.0 0.1 0.1
0NYB 13.9 17.7 9.5 19.05 19.05 19.05 13.8 17.7 9.5 65.796 -336.830 38.6 0.1 0.0 -0.0
0NYH 14.9 18.5 1.3 4.76 4.76 4.75 15.2 18.2 1.6 56.244 -347.460 63.1 -0.3 0.3 -0.3
0NYK 14.2 18.6 5.2 10.38 10.38 10.38 14.1 18.5 5.3 58.770 -343.022 66.8 0.1 0.1 -0.1
0NYL 14.5 16.9 10.1 17.92 17.92 17.92 14.5 16.9 10.2 63.717 -341.503 260.5 0.0 0.0 -0.1
0NYN 13.9 18.6 5.6 14.37 23.95 23.95 13.9 18.6 5.3 58.903 -342.056 66.1 -0.0 0.0 0.3
0OCK 14.1 17.7 8.2 11.85 11.85 11.85 14.0 17.7 7.8 60.891 -343.283 123.5 0.1 0.0 0.4
0ODE 14.4 18.0 4.5 13.84 13.84 13.84 14.3 17.9 4.4 58.227 -345.348 182.1 0.1 0.1 0.1
0OKC 14.3 19.0 2.6 12.63 12.63 12.63 14.3 19.1 2.7 57.252 -343.535 52.3 0.0 -0.1 -0.1
0OML 13.8 18.3 5.5 11.28 11.28 11.28 13.9 18.3 5.6 58.951 -342.841 69.4 -0.1 0.0 -0.1
0OMO 14.4 18.2 6.3 4.76 4.76 4.76 14.3 18.1 6.1 59.263 -344.780 68.8 0.1 0.1 0.2
0OPP 14.1 17.8 3.4 13.79 20.92 20.92 14.0 18.0 3.6 58.034 -344.193 143.4 0.1 -0.2 -0.2
0ORK 14.8 18.1 1.4 13.92 13.92 13.92 14.7 18.2 1.6 56.286 -346.725 140.9 0.1 -0.1 -0.2
0ORN 14.2 17.5 9.7 4.34 18.01 18.01 14.0 17.5 10.0 63.290 -341.282 56.3 0.2 0.0 -0.3
0ORR 14.5 18.8 2.4 6.88 6.88 6.88 14.4 18.6 2.1 56.840 -344.255 209.5 0.1 0.2 0.3
0ORS 14.4 18.8 2.1 14.26 14.26 20.92 14.3 18.7 2.1 56.701 -344.247 159.1 0.1 0.1 -0.0
0OSA 14.8 18.0 2.4 8.88 8.88 8.88 14.8 17.8 2.3 56.802 -347.021 75.4 0.0 0.2 0.1
0OSC 14.9 15.7 8.7 8.27 13.35 13.35 15.1 15.7 8.5 63.169 -345.327 392.7 -0.2 0.0 0.2
0OSK 14.3 18.6 2.6 26.66 26.66 26.66 14.3 18.6 2.6 57.066 -344.003 149.8 -0.0 -0.0 -0.0
0OSM 15.3 19.4 3.9 11.85 11.85 11.85 15.2 19.4 3.7 57.825 -344.723 229.0 0.1 -0.0 0.2
0OST 15.2 15.6 8.5 26.65 26.65 26.65 15.2 15.7 8.2 63.443 -345.142 490.2 0.0 -0.1 0.3
0OSV 14.1 17.9 6.2 4.78 4.78 4.78 14.1 17.9 6.4 60.183 -342.825 81.8 -0.0 -0.0 -0.2
0OTM 14.3 17.3 6.8 11.70 9.60 19.78 14.4 16.7 7.1 60.284 -347.242 150.9 -0.1 0.6 -0.3
0OVE 14.0 17.4 9.0 26.66 26.66 26.66 14.0 17.4 9.2 66.318 -337.227 223.0 0.0 0.0 -0.2
0OVT 13.6 17.6 9.1 19.17 19.17 19.17 13.6 17.6 8.9 66.386 -336.341 100.8 0.0 -0.0 0.2
0OXE 14.1 18.5 4.8 23.36 14.35 23.35 14.2 18.6 4.9 58.671 -342.893 46.9 -0.1 -0.1 -0.1
0PAU 14.5 18.4 3.1 20.92 20.92 20.92 14.6 18.4 3.0 57.466 -344.489 200.2 -0.1 -0.0 0.1
0PJU 14.9 16.1 7.9 7.39 12.31 12.31 15.0 16.0 7.8 66.959 -340.182 430.7 -0.1 0.1 0.1
0RAD 14.7 17.7 3.2 7.69 7.69 7.69 14.7 17.5 3.0 57.681 -347.286 234.7 0.0 0.2 0.2
0RAM 14.8 16.1 8.8 18.00 18.00 18.00 14.8 16.1 8.9 62.182 -344.350 256.0 0.0 -0.0 -0.1
0RAT 14.0 17.7 9.9 17.51 17.51 17.51 14.0 17.7 10.2 63.986 -339.104 31.5 -0.0 -0.0 -0.3
0RAU 14.8 15.7 6.5 16.18 16.18 16.18 14.7 15.7 6.8 67.994 -340.105 508.0 0.1 0.0 -0.3
0RAV 14.7 17.3 3.3 8.50 8.50 8.50 14.6 17.2 3.1 57.650 -347.509 111.2 0.1 0.1 0.2
0REJ 14.2 18.4 5.4 10.24 10.24 10.24 14.2 18.3 5.4 58.825 -344.070 94.0 -0.0 0.1 -0.0
0REN 14.4 17.4 8.6 11.55 11.55 11.55 14.5 17.4 8.4 61.365 -343.383 121.0 -0.1 0.0 0.2
0RIB 14.6 19.1 2.3 6.90 6.90 6.90 14.3 19.0 2.1 56.651 -343.751 48.4 0.3 0.1 0.2
0RIN 14.3 18.2 4.8 10.32 10.32 10.32 14.2 18.2 4.6 58.335 -343.551 85.7 0.1 0.0 0.2
0ROB 14.3 18.4 1.3 8.68 8.68 8.68 14.4 18.5 1.0 56.208 -344.728 66.9 -0.1 -0.1 0.3
0ROC 14.4 19.1 2.2 6.90 6.90 6.90 14.2 18.9 2.0 56.802 -343.653 46.5 0.2 0.2 0.2
0ROE 14.6 17.8 3.3 6.39 6.39 6.39 14.4 17.8 3.2 57.779 -345.786 151.2 0.2 0.0 0.1
0ROM 13.7 19.0 2.6 14.15 14.15 14.15 13.7 19.0 2.6 57.511 -341.552 68.7 0.0 -0.0 0.0
0ROR 14.8 17.0 3.1 18.38 22.87 22.87 14.7 17.0 3.2 57.777 -348.384 51.4 0.2 0.0 -0.1
0ROS 13.9 17.0 10.2 9.15 12.71 12.71 13.5 16.8 9.9 65.427 -338.309 43.0 0.4 0.2 0.3
0ROT 14.5 18.3 2.2 20.92 14.26 20.92 14.5 18.2 2.3 57.023 -345.110 224.7 0.0 0.1 -0.1
0RUN 13.7 18.8 1.7 14.63 17.18 17.18 14.1 18.8 1.9 56.698 -343.308 54.8 -0.4 0.0 -0.2
0RYF 14.6 18.3 2.0 13.65 13.65 13.65 14.6 18.3 1.9 56.563 -346.068 173.7 -0.0 0.0 0.1
0SAA 13.8 17.6 10.0 6.18 6.18 6.18 13.7 17.4 10.2 63.900 -339.444 51.3 0.1 0.2 -0.2
0SAF 14.8 16.8 5.8 19.78 19.78 19.78 14.8 16.9 5.7 59.136 -347.065 114.3 0.0 -0.1 0.1
0SAK 13.6 17.8 10.5 5.85 5.85 5.85 13.5 17.5 10.5 63.969 -339.291 66.2 0.1 0.3 0.0
0SAL 15.2 16.0 7.1 15.81 18.27 19.78 15.3 16.2 7.1 61.154 -346.734 397.2 -0.1 -0.2 -0.0
0SAN 14.4 17.7 8.7 8.08 7.66 19.79 14.3 17.7 8.4 61.266 -342.846 53.3 0.1 -0.0 0.3
0SAR 15.1 15.6 7.5 18.26 10.11 19.78 15.2 15.6 7.2 61.694 -346.852 482.2 -0.1 0.0 0.3
0SAT 14.7 17.4 7.8 7.10 7.10 7.10 14.7 17.5 7.4 60.346 -344.255 201.1 0.0 -0.1 0.4
0SAV 13.6 17.4 9.7 12.83 12.83 12.83 13.5 17.3 9.3 65.770 -338.262 49.7 0.1 0.1 0.4
0SAX 15.4 15.2 7.3 17.45 16.01 17.45 15.4 15.3 8.0 64.972 -344.653 622.6 -0.0 -0.1 -0.7
0SBA 14.3 17.5 7.1 12.23 12.23 12.23 14.2 17.5 7.0 60.072 -344.443 162.7 0.1 -0.0 0.1
0SBR 14.4 17.2 9.9 9.69 9.69 9.69 14.4 17.2 10.1 62.460 -342.643 85.2 0.0 0.0 -0.2
0SBY 14.2 19.5 2.5 6.54 6.54 6.54 14.0 19.5 2.3 56.631 -343.487 82.3 0.2 0.0 0.2
0SDE 13.9 18.7 4.8 8.18 15.06 15.06 13.7 18.6 5.1 59.190 -342.392 107.2 0.2 0.1 -0.3
0SIB 15.0 18.4 2.1 12.81 12.81 12.81 15.0 18.4 1.9 56.264 -345.803 115.8 0.0 0.0 0.2
0SJO 12.9 18.1 5.2 10.39 10.39 10.39 12.9 18.0 5.2 58.783 -342.898 44.6 0.0 0.1 0.0
0SKB 14.4 16.2 8.7 5.75 5.75 5.75 14.5 17.0 8.6 62.399 -342.662 74.5 -0.1 -0.8 0.1
0SKC 13.7 17.8 10.1 6.16 6.16 6.16 13.4 17.5 10.0 64.754 -339.079 53.1 0.3 0.3 0.1
0SKE 14.4 17.4 10.1 26.66 18.01 26.66 14.4 17.0 10.1 64.879 -338.952 81.4 -0.0 0.4 -0.0
0SKH 14.3 18.2 10.7 5.37 5.38 5.38 13.9 18.0 10.5 64.689 -338.770 37.6 0.4 0.2 0.2
0SKL 14.8 18.5 0.8 8.08 22.97 22.97 14.8 18.6 0.7 55.475 -345.721 58.1 0.0 -0.1 0.1
0SKN 14.9 18.5 0.9 18.50 22.97 22.97 14.9 18.4 0.8 55.414 -347.142 48.6 -0.0 0.1 0.1
0SKO 14.5 16.9 9.9 18.01 18.01 18.01 14.5 16.9 9.9 63.378 -342.116 199.7 0.0 -0.1 0.0
0SKR 14.9 18.5 3.5 6.28 6.28 6.28 14.8 18.5 3.7 57.887 -345.636 203.9 0.1 0.0 -0.2
0SKU 15.0 18.0 1.7 4.85 4.85 4.85 15.0 18.2 1.7 55.477 -346.498 110.8 0.0 -0.2 -0.0
0SKY 13.9 18.3 6.9 12.26 12.26 12.26 14.0 18.3 7.0 60.075 -342.256 67.4 -0.1 0.0 -0.1
0SLI 13.6 19.9 3.8 14.14 8.86 14.14 13.6 19.2 3.5 57.706 -341.202 39.0 0.0 0.7 0.3
0SLU 15.2 15.2 8.1 17.50 17.50 17.50 15.1 15.1 8.3 65.432 -343.755 408.9 0.1 0.1 -0.2
0SMA 14.8 17.7 2.7 13.69 9.12 13.69 14.6 17.6 2.5 57.161 -346.595 191.9 0.2 0.1 0.2
0SMY 15.0 18.4 0.9 22.97 22.97 22.97 14.8 18.6 0.9 55.346 -346.630 50.1 0.2 -0.2 0.0
0SNA 14.9 15.6 8.9 15.38 17.77 17.81 14.7 15.5 8.9 63.173 -344.140 274.0 0.2 0.1 0.0
0SNE 14.6 18.0 2.9 14.53 14.53 14.53 14.6 17.9 3.0 57.493 -347.353 114.5 0.0 0.1 -0.1
0SNG 13.8 17.6 9.6 10.57 10.57 10.57 13.8 17.8 9.7 65.859 -336.506 42.0 0.0 -0.2 -0.1
0SOA 14.5 18.6 2.0 12.72 12.72 12.72 14.5 18.7 1.8 56.449 -343.928 68.3 -0.0 -0.1 0.2
0SOD 14.0 18.6 7.9 13.79 23.36 23.36 14.0 18.5 7.5 60.437 -341.584 40.7 0.0 0.1 0.4
0SOL 14.1 19.0 5.3 14.86 14.86 14.86 14.0 19.1 5.2 59.444 -342.047 47.6 0.1 -0.1 0.1
0SOP 14.3 16.3 6.5 16.25 16.25 16.25 14.2 16.3 6.6 68.091 -338.308 408.6 0.1 -0.0 -0.1
0SOR 15.0 16.0 8.9 18.02 18.02 18.02 14.9 16.0 8.8 65.535 -342.460 391.0 0.1 0.0 0.1
0SOV 14.2 18.5 3.8 11.74 11.74 11.74 14.1 18.5 3.7 57.741 -344.200 169.1 0.1 0.0 0.1
0SPR 14.5 17.5 3.9 6.98 6.98 6.98 14.6 17.4 3.5 57.715 -347.109 225.5 -0.1 0.1 0.4
0SSK 13.7 18.5 7.0 5.60 5.60 5.60 13.7 18.4 7.0 60.376 -341.754 40.4 0.0 0.1 0.0
0STA 13.6 18.7 4.7 23.95 23.95 23.95 13.6 18.7 5.1 59.309 -341.307 36.0 -0.0 -0.0 -0.4
0STD 14.7 16.8 9.4 11.53 11.52 11.53 14.6 16.8 9.3 62.408 -343.431 115.4 0.1 -0.0 0.1
0STF 14.6 17.3 6.6 12.62 12.62 12.62 14.6 17.3 6.7 59.532 -345.727 169.7 -0.0 0.0 -0.1
0STH 13.6 18.5 6.8 6.29 6.29 6.29 13.7 18.4 6.9 59.318 -341.977 58.4 -0.1 0.1 -0.1
0STI 14.4 17.7 7.0 10.39 10.39 10.39 14.3 17.6 7.0 59.706 -344.903 186.7 0.1 0.1 0.0
0STJ 14.3 18.5 5.0 9.61 9.61 9.61 14.3 18.6 5.1 58.730 -343.589 115.0 0.0 -0.1 -0.1
0STL 15.5 15.2 6.7 13.81 13.42 17.71 15.9 15.4 6.1 63.302 -347.878 683.7 -0.4 -0.2 0.6
0STN 14.0 18.3 5.4 13.77 13.77 13.77 14.0 18.2 5.4 59.376 -342.978 54.6 0.0 0.1 -0.0
0STO 14.6 17.9 2.5 21.58 21.58 21.58 14.5 18.1 2.7 57.316 -345.405 265.1 0.1 -0.2 -0.2
0STR 15.0 16.1 4.8 13.70 19.80 19.80 14.9 16.2 4.7 58.937 -348.819 76.8 0.1 -0.1 0.1
0STS 15.1 15.8 8.9 18.01 18.01 18.01 15.1 15.8 8.9 63.852 -344.439 339.8 -0.0 -0.0 0.0
0STU 15.1 15.9 8.8 16.09 18.01 18.01 15.0 15.9 8.9 65.093 -342.895 402.3 0.1 0.0 -0.1
0STY 14.8 17.6 2.9 5.02 5.02 5.02 14.7 17.2 3.1 57.619 -348.240 43.9 0.1 0.4 -0.2
0SUM 15.0 16.5 7.4 4.05 7.63 7.63 14.5 16.7 8.6 62.383 -342.666 63.0 0.5 -0.2 -1.2
0SUN 14.3 17.2 9.5 26.66 26.66 26.66 14.4 17.4 9.5 62.232 -342.340 31.9 -0.1 -0.2 0.0
0SUR 14.9 16.9 2.8 10.47 17.86 19.45 14.7 17.0 3.1 57.831 -347.983 88.2 0.2 -0.1 -0.3
0SVA 14.4 17.1 7.5 11.68 15.59 15.59 14.5 17.4 7.4 60.913 -343.860 333.7 -0.1 -0.3 0.1
0SVD 14.8 18.5 1.3 13.78 13.78 13.78 14.8 18.3 1.3 55.510 -346.765 108.4 -0.0 0.2 -0.0
0SVE 15.1 16.1 8.4 22.74 26.66 26.66 15.1 16.1 8.3 62.017 -345.300 491.3 -0.0 -0.0 0.1
0SVI 14.5 19.0 2.9 6.74 6.74 6.74 14.5 18.9 2.6 57.077 -343.139 41.7 0.0 0.1 0.3
0SVL 15.1 18.4 1.2 7.66 7.66 7.66 15.0 18.5 1.1 55.920 -346.889 104.9 0.1 -0.1 0.1
0SVP 14.4 15.9 7.0 14.22 14.22 14.22 14.3 16.0 6.8 67.649 -338.945 381.8 0.1 -0.1 0.2
0SVS 14.1 18.4 1.6 12.69 12.69 12.69 14.1 18.6 1.6 56.262 -345.231 103.3 0.0 -0.2 0.0
0SVT 14.2 18.0 10.3 6.01 6.01 6.01 14.1 17.8 10.1 64.512 -338.938 114.8 0.1 0.2 0.2
0SYS 15.3 16.4 7.1 9.54 9.54 9.53 15.1 16.4 7.2 60.710 -347.114 197.8 0.2 -0.0 -0.1
0TAV 13.8 17.7 10.3 10.39 10.39 10.39 13.7 17.7 10.3 64.037 -339.954 162.9 0.1 -0.0 -0.0
0TEG 13.7 17.6 9.8 6.23 6.23 6.23 13.7 17.4 10.1 63.820 -339.756 47.9 0.0 0.2 -0.3
0TIV 14.5 17.5 5.4 13.85 13.85 13.85 14.5 17.5 5.3 58.781 -345.463 174.8 0.0 0.0 0.1
0TJU 14.6 16.8 3.8 10.63 19.42 11.55 14.9 17.0 3.6 57.965 -347.888 57.6 -0.3 -0.2 0.2
0TNN 14.8 18.4 2.3 5.22 5.22 5.22 14.7 18.2 2.8 57.138 -347.724 56.5 0.1 0.2 -0.5
0TOC 15.0 16.4 6.0 9.73 9.73 9.73 14.9 16.4 5.9 59.508 -348.166 171.1 0.1 0.0 0.1
0TOK 15.0 18.2 1.7 7.64 7.64 7.64 14.9 17.9 1.7 56.413 -347.375 46.7 0.1 0.3 0.0
0TOR 14.5 18.3 2.7 14.17 14.17 14.17 14.5 18.2 2.7 57.033 -345.428 223.9 0.0 0.1 0.0
0TOS 14.7 17.5 5.2 9.34 9.34 9.34 14.8 17.1 4.9 58.974 -347.365 104.1 -0.1 0.4 0.3
0TOU 15.0 17.7 2.3 13.48 13.48 13.48 15.0 17.8 2.2 56.960 -346.926 137.9 0.0 -0.1 0.1
0TRA 14.6 17.3 3.5 5.30 5.31 5.31 14.7 17.5 3.9 57.484 -346.649 212.3 -0.1 -0.2 -0.4
0TRE 14.7 19.0 2.4 6.87 6.87 6.87 14.6 18.7 2.3 56.697 -343.879 77.0 0.1 0.3 0.1
0TRL 14.8 17.9 2.4 5.21 5.21 5.21 14.7 17.6 2.6 57.057 -347.687 67.9 0.1 0.3 -0.2
0TRN 14.6 17.3 4.0 8.22 13.88 13.88 14.3 17.3 4.0 58.029 -345.008 197.7 0.3 0.0 -0.0
0TRO 14.7 16.9 3.4 6.70 14.00 14.00 14.9 17.1 3.6 58.252 -347.720 129.2 -0.2 -0.2 -0.2
0TUA 14.2 18.9 3.3 12.69 12.69 12.69 14.3 18.9 3.2 57.575 -343.890 158.0 -0.1 0.0 0.1
0TUH 13.9 17.9 7.8 6.37 9.36 9.36 13.7 17.8 7.5 60.337 -344.806 343.6 0.2 0.1 0.3
0TUN 13.9 18.7 5.0 15.12 15.13 15.13 13.8 18.5 4.9 59.107 -341.956 67.2 0.1 0.2 0.1
0TVS 14.1 19.1 2.5 6.88 6.88 6.88 14.1 18.8 2.1 56.624 -343.957 87.3 0.0 0.3 0.4
0TYJ 14.7 16.9 7.5 11.76 11.76 11.76 14.7 16.8 7.4 60.292 -346.130 389.4 0.0 0.1 0.1
0TYR 13.9 18.8 5.5 13.69 13.74 13.74 13.8 18.8 5.7 59.222 -341.794 71.2 0.1 0.0 -0.2
0TYS 13.6 19.2 5.1 6.97 10.34 10.34 14.2 19.1 5.0 58.848 -342.767 72.6 -0.6 0.1 0.1
